MPI Processes,Nodes,Processes per Node,OpenMP Threads per process,Floating Point Ops,Distribution Time,SpMV Time,Total Time, ,Best Distribution Time,Best SpMV Time,Best Total Time,Best GFlops,,Worst Distribution Time,Worst SpMV Time,Worst Total Time,Worst GFlops, ,Avg Distribution Time,Avg SpMV Time,Avg Total Time,Avg GFlops
49, ,1,1,14393817,6.043780,0.001658,7.724750, ,6.043780,0.001658,7.724750,17.357737, ,8.304680,0.002058,9.983920,13.988772, ,6.199973,0.001761,7.879840,16.349761
 , , , , ,6.060320,0.001659,7.741070 , , , , , , , , , , , , , , 
 , , , , ,6.062790,0.001666,7.741160 , , , , , , , , , , , , , , 
 , , , , ,6.075790,0.001676,7.753450 , , , , , , , , , , , , , , 
 , , , , ,6.076770,0.001680,7.756640 , , , , , , , , , , , , , , 
 , , , , ,6.081370,0.001682,7.761680 , , , , , , , , , , , , , , 
 , , , , ,6.082220,0.001682,7.762100 , , , , , , , , , , , , , , 
 , , , , ,6.083510,0.001684,7.763320 , , , , , , , , , , , , , , 
 , , , , ,6.091150,0.001685,7.769720 , , , , , , , , , , , , , , 
 , , , , ,6.091550,0.001685,7.771580 , , , , , , , , , , , , , , 
 , , , , ,6.095560,0.001687,7.774900 , , , , , , , , , , , , , , 
 , , , , ,6.098890,0.001689,7.778460 , , , , , , , , , , , , , , 
 , , , , ,6.103830,0.001689,7.784200 , , , , , , , , , , , , , , 
 , , , , ,6.113990,0.001690,7.793600 , , , , , , , , , , , , , , 
 , , , , ,6.114640,0.001691,7.795460 , , , , , , , , , , , , , , 
 , , , , ,6.117360,0.001698,7.796380 , , , , , , , , , , , , , , 
 , , , , ,6.122790,0.001701,7.801760 , , , , , , , , , , , , , , 
 , , , , ,6.124170,0.001701,7.804720 , , , , , , , , , , , , , , 
 , , , , ,6.126400,0.001702,7.805690 , , , , , , , , , , , , , , 
 , , , , ,6.139990,0.001703,7.823200 , , , , , , , , , , , , , , 
 , , , , ,6.157040,0.001705,7.837690 , , , , , , , , , , , , , , 
 , , , , ,6.157940,0.001710,7.838880 , , , , , , , , , , , , , , 
