6.96553,0.149058,0.00067687,0.050529,7.19002
6.83645,0.149141,0.000691891,0.0501058,7.06054
7.00436,0.145249,0.000640154,0.055733,7.2257
6.72683,0.144297,0.000638723,0.0516009,6.94606
7.90822,0.143747,0.000638962,0.0495791,8.12286
6.96413,0.143987,0.000844002,0.0506885,7.18017
6.96908,0.145154,0.000319242,0.0518761,7.19287
7.08618,0.143381,0.000867844,0.0519547,7.30465
7.56284,0.145999,0.000628233,0.0505841,7.78066
7.40448,0.145786,0.000617981,0.0502806,7.61823
7.42905,0.144291,0.000852108,0.0498688,7.64683
7.78298,0.145784,0.000643253,0.050673,8.00078
6.92723,0.14243,0.000332594,0.0502367,7.13891
7.13496,0.144857,0.000647068,0.0504413,7.3531
7.31198,0.146184,0.000650167,0.0515916,7.52704
7.21704,0.145434,0.000609636,0.0527303,7.43977
7.04691,0.145675,0.000644922,0.0523195,7.26267
7.04698,0.143648,0.0002985,0.0513706,7.26223
7.01729,0.144979,0.000326395,0.0517812,7.23263
7.0477,0.142145,0.000632524,0.0520618,7.26548
7.35882,0.143315,0.000663042,0.050251,7.57284
7.25557,0.145065,0.000330687,0.0508132,7.47504
7.08148,0.143586,0.000658512,0.0501206,7.30159
7.08055,0.145832,0.000696659,0.050884,7.29942
7.0887,0.142758,0.000842571,0.05283,7.3079
7.19171,0.169264,0.00034976,0.0523839,7.43839
6.86671,0.142473,0.00347614,0.0519948,7.08501
6.868,0.142894,0.000352144,0.0522399,7.08525
6.91215,0.14676,0.000661135,0.052727,7.13084
6.85868,0.146092,0.00348473,0.0522449,7.08257
6.93032,0.144338,0.000668049,0.0512042,7.14723
6.96515,0.144856,0.000639677,0.0513175,7.17919
7.12857,0.167281,0.000305176,0.0517163,7.3681
6.85657,0.145466,0.000649452,0.051209,7.07466
6.91566,0.144626,0.00250959,0.052073,7.13921
6.95818,0.14271,0.000329733,0.0521638,7.17311
6.8433,0.145559,0.00033927,0.0506699,7.05961
7.03511,0.145111,0.000656605,0.0554228,7.25558
6.91146,0.14338,0.000619888,0.0505583,7.1306
7.05145,0.144715,0.000609875,0.0507431,7.26913
8.20619,0.170427,0.000841379,0.0516977,8.45068
7.1067,0.144503,0.00340009,0.0536473,7.33179
7.03557,0.146297,0.000663757,0.0522678,7.25795
6.94559,0.143917,0.000715494,0.0504103,7.15834
6.86523,0.143641,0.000653744,0.051491,7.08225
