7.35812,0.131439,0.00064373,0.0407658,7.55275
6.70107,0.132346,0.00061512,0.0409088,6.89801
6.67738,0.131498,0.000309944,0.0423536,6.87113
6.76417,0.131687,0.00271916,0.0410838,6.95986
6.75295,0.130702,0.000664234,0.0402098,6.9454
6.75464,0.131557,0.000674486,0.0398664,6.94813
6.64972,0.13257,0.000656843,0.0420465,6.84662
6.67296,0.131739,0.000879288,0.0431917,6.87355
6.79242,0.131521,0.0006423,0.0412745,6.9899
6.69313,0.13245,0.000348091,0.040853,6.88899
6.67898,0.131351,0.00181603,0.0403345,6.87596
6.68251,0.136374,0.000659704,0.0408645,6.88792
6.6702,0.132926,0.000673056,0.0421319,6.86578
6.65946,0.132134,0.000659704,0.0408297,6.85448
6.68079,0.134105,0.0025568,0.0403936,6.88367
6.78281,0.13167,0.00033164,0.0403452,6.98005
6.68198,0.1317,0.00066185,0.0410745,6.88295
6.66877,0.131771,0.000679016,0.0413225,6.86419
6.78911,0.131236,0.000339746,0.0401793,6.98927
6.62443,0.134768,0.000854254,0.0414281,6.82147
6.79343,0.130724,0.000633478,0.0405147,6.99059
6.68891,0.134969,0.000738382,0.0408642,6.88762
6.76993,0.131673,0.000839949,0.0407517,6.96614
6.64923,0.131649,0.00346208,0.0403414,6.84481
6.73629,0.131156,0.000666142,0.0409322,6.92672
6.6726,0.135791,0.000692844,0.0410898,6.87191
6.67655,0.131058,0.000637054,0.0405023,6.87127
6.69066,0.133183,0.000662565,0.0404451,6.88811
6.75856,0.130459,0.000674248,0.0443068,6.9542
6.67588,0.131548,0.00068593,0.0397601,6.87094
6.76829,0.131682,0.000681162,0.0416975,6.96313
6.67815,0.131668,0.000656366,0.0399535,6.8704
6.75138,0.131406,0.000618696,0.0405829,6.94586
6.65539,0.130876,0.000651121,0.0422246,6.85151
6.76045,0.130847,0.000379801,0.040148,6.95455
6.6967,0.133339,0.000645876,0.0412104,6.89789
6.6432,0.130881,0.00342631,0.0408459,6.84088
6.6924,0.136056,0.000341177,0.0413516,6.89077
6.65964,0.131561,0.00064373,0.0428014,6.85612
6.66812,0.131582,0.000326872,0.0411325,6.86331
6.7952,0.130553,0.000657797,0.0407388,6.989
6.6675,0.132284,0.00344491,0.0412762,6.8657
6.64667,0.132766,0.000320911,0.0409977,6.84061
6.78724,0.132167,0.000324488,0.0428321,6.98642
6.66603,0.132947,0.000647545,0.0411587,6.86554
6.7561,0.130409,0.000316858,0.0406759,6.94675
6.76235,0.129383,0.000337839,0.0402377,6.95406
6.65189,0.131013,0.000313997,0.0408618,6.84326
6.69797,0.134941,0.000329733,0.0403981,6.89563
6.69634,0.131751,0.000647545,0.0403202,6.89724



3.21079,0.072319,0.00339818,0.0377667,3.34625
3.30351,0.0719233,0.000276566,0.0386198,3.44039
2.84047,0.0714417,0.00186515,0.0390992,2.97505
2.83805,0.0711832,0.000259399,0.0385096,2.97208
2.82468,0.0731945,0.000273228,0.039089,2.96029
2.82,0.0706129,0.00185132,0.0373764,2.95161
2.82562,0.0736518,0.000279903,0.038928,2.96279
2.8334,0.0722384,0.00027442,0.0390069,2.96693
2.86899,0.0717673,0.000267506,0.0389311,3.00422
2.81284,0.0717676,0.00257564,0.042922,2.95279
2.8162,0.0708392,0.000280142,0.0385766,2.94874
2.83623,0.07235,0.000616789,0.0379984,2.96779
2.87061,0.0720246,0.000614882,0.0378323,3.00119
2.84353,0.0717494,0.00026083,0.0395477,2.97712
2.85092,0.0717599,0.000592947,0.0391662,2.98613
2.83705,0.0718949,0.00026226,0.0387931,2.96879
2.84834,0.071888,0.000262976,0.0385604,2.98185
2.8313,0.0713658,0.000645638,0.0386384,2.96766
2.84579,0.0711963,0.00181413,0.0386364,2.97948
2.85652,0.0722041,0.000620127,0.0412993,2.99455
2.82617,0.0721037,0.000609159,0.0378041,2.96202
2.86534,0.0728896,0.000282526,0.0388863,3.00097
2.84318,0.0723102,0.000643253,0.0387795,2.97775
2.82276,0.0725343,0.000605822,0.0389137,2.95898
2.87205,0.072118,0.000687599,0.0381751,3.00849
2.83278,0.072192,0.000293732,0.0391419,2.96988
2.83781,0.0719652,0.000288963,0.0385509,2.97284
2.83052,0.0716467,0.00342369,0.0383372,2.96972
2.82833,0.0706129,0.00070405,0.0380039,2.96105
2.8417,0.072087,0.000280857,0.0390394,2.9759
2.81594,0.0727246,0.000615835,0.0392833,2.95078
2.82705,0.0712566,0.000585079,0.0385182,2.9612
2.83589,0.0729508,0.000608444,0.0379329,2.97376
2.82694,0.0723212,0.000789404,0.0385084,2.96075
2.82521,0.0721359,0.000286341,0.0384324,2.96158
2.85481,0.0736942,0.000610113,0.0387788,2.99143
2.8341,0.0721016,0.000280857,0.0383914,2.96683
2.82906,0.0721908,0.000617981,0.0382767,2.96455
2.8728,0.0713098,0.0019033,0.039222,3.00627
2.84813,0.0740919,0.00186038,0.038959,2.98539
2.82358,0.0717084,0.00061965,0.0414641,2.95826
2.82871,0.0721688,0.000308514,0.0383554,2.96121
2.83718,0.0720251,0.000276566,0.0395639,2.97132
2.83329,0.0717258,0.000253439,0.0384033,2.96674
2.89205,0.0719752,0.000630856,0.0378964,3.02624
2.84612,0.071589,0.00060463,0.0393541,2.97967
2.83261,0.0711331,0.000611067,0.0383437,2.96656
2.82555,0.0718348,0.000258684,0.038326,2.95775
2.82929,0.070945,0.00026083,0.038126,2.96084
2.83168,0.0722599,0.000605583,0.0376663,2.96634



11.0288,0.156337,0.000676394,0.0459876,11.2532
9.21693,0.157492,0.000649214,0.0409997,9.43872
9.23774,0.157199,0.00069809,0.0415137,9.45739
9.19508,0.157534,0.000615835,0.0414765,9.41732
9.35686,0.157015,0.000400066,0.0405867,9.57433
9.17501,0.157314,0.00350952,0.0417118,9.39824
9.4364,0.157219,0.000698328,0.040401,9.65622
9.21783,0.157094,0.000718117,0.0416532,9.44064
9.18965,0.157854,0.000420094,0.0412457,9.41207
9.18983,0.156793,0.000848532,0.0411572,9.40698
9.25568,0.157113,0.000394821,0.0414755,9.48044
9.1674,0.157574,0.00068903,0.0413101,9.38973
9.2038,0.158249,0.000516891,0.0411322,9.42156
9.36831,0.157294,0.000674725,0.0404716,9.58777
9.19385,0.157435,0.00039053,0.041872,9.41265
9.20785,0.156742,0.00191975,0.0413539,9.43003
9.21262,0.157403,0.000976324,0.0414639,9.43694
9.2514,0.15761,0.000682831,0.0412819,9.47201
9.1807,0.155839,0.000678539,0.0403938,9.40006
9.44651,0.156543,0.000401497,0.0411808,9.66709
9.34176,0.156946,0.000407696,0.0405006,9.56248
9.21336,0.157939,0.000406504,0.0438523,9.44038
9.24125,0.155493,0.000706434,0.0419838,9.46102
9.22144,0.160019,0.00165534,0.0417261,9.4493
9.22379,0.156313,0.000702858,0.0416346,9.44445
