Bash version 4.2.46(1)-release...
14 tasks per node
1 threads per task
5.68026,0.00207586,0.000304658,6.76271
5.63479,0.00182639,0.000305396,6.57727
5.66211,0.00194688,0.000312062,6.61684
5.62403,0.00180785,0.000336586,6.57136
5.67675,0.00181402,0.000300582,6.62221
5.63753,0.00182482,0.000309829,6.58198
5.64895,0.00181805,0.000296704,6.59355
5.59159,0.00182634,0.000303978,6.52712
5.69424,0.00182542,0.000346473,6.63914
5.62297,0.00183014,0.00029165,6.56755
5.63497,0.0021,0.000338163,6.58018
5.63788,0.00196594,0.000293843,6.58016
5.61982,0.00191704,0.000313054,6.56471
5.72823,0.00179917,0.000292539,6.67563
5.58772,0.00181466,0.000299051,6.53063
5.7539,0.00182475,0.000296319,6.70641
5.6534,0.00188042,0.000299049,6.59921
5.66221,0.00182026,0.000314904,6.60677
5.58766,0.0018256,0.000297456,6.53257
5.64436,0.00194707,0.000329696,6.58946
5.58839,0.00208261,0.000309344,6.53169
2 threads per task
5.61309,0.00828362,0.000324139,6.5668
5.68111,0.00108806,0.00646424,6.62979
5.60725,0.00510017,0.000319691,6.5566
5.63999,0.0068008,0.000292368,6.59159
5.60514,0.000982321,0.00540114,6.56241
5.61391,0.00233253,0.00308936,6.56207
5.5798,0.00256953,0.002445,6.52697
5.60148,0.00511543,0.000293219,6.55088
5.63319,0.00530581,0.000310159,6.57849
5.64398,0.00521126,0.00091463,6.59278
5.71539,0.00502905,0.000293064,6.68092
5.6194,0.00213448,0.00164893,6.59491
5.67839,0.0148751,0.00810332,6.65193
5.58522,0.00508263,0.000289205,6.53719
5.73452,0.00516077,0.000296289,6.68083
5.62965,0.00780574,0.000318883,6.58016
5.60241,0.00109497,0.00269951,6.54929
5.62705,0.00422492,0.000323769,6.57413
5.64596,0.00669711,0.000316456,6.61315
5.64272,0.00162734,0.00221042,6.58908
5.7107,0.00265174,0.00105304,6.65798
3 threads per task
5.70859,0.00613493,0.00854706,6.66281
5.67047,0.00451563,0.00245772,6.62536
5.63276,0.00825563,0.00944702,6.59451
5.64511,0.00877827,0.00505457,6.60305
5.61338,0.00443469,0.00709356,6.5675
5.67258,0.00777235,0.00144808,6.62597
5.61843,0.00923235,0.00259679,6.58391
5.6253,0.00446024,0.0110702,6.58705
5.60375,0.00637535,0.000480283,6.55534
5.61369,0.0087507,0.000324383,6.56886
5.62023,0.00496909,0.0103688,6.57619
5.65953,0.00456691,0.00697281,6.61176
5.60962,0.00621374,0.00740256,6.56494
5.62973,0.00820892,0.00962777,6.58621
5.59013,0.0074392,0.000297869,6.54362
5.64011,0.00569473,0.00351308,6.59391
5.62589,0.0112047,0.00165903,6.57918
5.6038,0.00667023,0.0113236,6.56246
5.6522,0.00616611,0.0024489,6.60723
5.59819,0.0100813,0.00314541,6.55914
5.66334,0.00442107,0.0107636,6.62096
4 threads per task
5.63904,0.00779634,0.00484956,6.59999
5.60353,0.00932042,0.00581783,6.56593
5.66006,0.00877311,0.0102635,6.63222
5.57585,0.00881908,0.00697319,6.5407
5.68983,0.0127998,0.010038,6.65413
5.61609,0.00746369,0.0178055,6.58086
5.61814,0.010873,0.0119285,6.58582
5.6988,0.00899003,0.00357367,6.66244
5.57225,0.00875678,0.0127839,6.53737
5.66325,0.00919566,0.0117585,6.62665
5.71543,0.0140748,0.00790934,6.67985
5.61679,0.00586152,0.0125846,6.57956
5.90807,0.00864904,0.0101154,6.87814
5.63747,0.00762476,0.0106187,6.59914
5.63669,0.00738262,0.00934443,6.60148
5.68161,0.00957975,0.0142493,6.64678
5.69006,0.0149631,0.00160819,6.65285
5.61653,0.0087551,0.0137156,6.58166
5.65632,0.01808,0.00161772,6.61794
5.60664,0.00853459,0.00988575,6.57046
5.69504,0.0127248,0.00614292,6.65748
5 threads per task
5.62818,0.0190686,0.00563581,6.59366
5.62647,0.00932602,0.013952,6.59727
5.69596,0.0112187,0.0157913,6.66268
5.59738,0.0174366,0.00681151,6.57309
5.56708,0.0204734,0.00399389,6.53282
5.63863,0.012979,0.0101938,6.60616
5.65581,0.0056904,0.0193104,6.62428
5.63085,0.0136358,0.0135294,6.59891
5.69442,0.00924609,0.0186961,6.66672
5.58103,0.0126855,0.0130336,6.5489
5.67273,0.0103418,0.0187568,6.64473
5.63619,0.00956253,0.0139661,6.61958
5.68393,0.0233099,0.00727428,6.65795
5.61709,0.012313,0.00720445,6.59227
5.62558,0.00925184,0.0106465,6.5914
5.61862,0.0108225,0.0110666,6.59557
5.70983,0.0173473,0.00552797,6.67406
5.61689,0.00925695,0.0167721,6.58499
5.62392,0.0157364,0.00543924,6.61536
5.59488,0.0111282,0.0161691,6.56569
5.65433,0.0211495,0.000298924,6.62517
6 threads per task
5.59363,0.0143428,0.027494,6.58035
5.68403,0.0237322,0.00638154,6.65627
5.60738,0.0180874,0.00870161,6.57906
5.64514,0.0183715,0.0137134,6.61794
5.64569,0.024362,0.008403,6.62294
5.59448,0.0106313,0.0177542,6.57177
5.62161,0.0154625,0.0140852,6.59725
5.59583,0.0139571,0.0167904,6.57728
5.65064,0.0126649,0.00230134,6.62515
5.6566,0.0144909,0.0190561,6.63369
5.62423,0.0251642,0.00131046,6.59975
5.65537,0.0216428,0.00977426,6.62855
5.62941,0.0139614,0.0223003,6.60602
5.82472,0.0142055,0.0193251,6.79975
5.64188,0.00891731,0.0158663,6.61696
5.65015,0.0107544,0.0192317,6.62154
5.65334,0.00559432,0.0269192,6.62837
5.74547,0.0221152,0.00197945,6.72056
5.59574,0.0216722,0.015193,6.57729
5.64231,0.0243358,0.0050355,6.62601
5.62936,0.0306951,0.000291505,6.60167
7 threads per task
